What is multiplexing?;Multiplexing is a fundamental technique in communications that enables multiple signals or data streams to be transmitted simultaneously over a single communication channel. It increases the efficiency of channel usage and allows for parallel communication with multiple users, even without advanced technologies like MIMO.
What are the key differences in the header structure between IPv6 and IPv4 mentioned in the source?;The <strong>IPv6 header has a fixed length of 40 bytes</strong>, unlike IPv4's variable length header. IPv6 uses <strong>128-bit addresses</strong>, while IPv4 uses 32-bit addresses. IPv6 includes a <strong>Flow Label</strong> instead of Type of Service used to label packet from the same flow, <strong>Payload Length</strong> instead of Total Length, and <strong>Next Header</strong> instead of Protocol. IPv6 uses <strong>Hop Limit</strong> instead of TTL. IPv6 has <strong>Extension Headers</strong> located between the main header and the transport layer header, which are often not processed by intermediate routers.
What fields are removed from the IPv6 header compared to IPv4?;The <strong>Header checksum</strong> is removed as it's replicated in the MAC header. <strong>Fragment offset (along with Identification and flags)</strong> is removed because routers in IPv6 do not support fragmentation, it is handled only by end devices.
What are the three types of IPv6 addresses?;<strong>Unicast</strong> (one-to-one communication), <strong>Anycast</strong> (one-to-nearest among a group ex. CDN), and <strong>Multicast</strong> (one-to-many in a group).
what are the three addresses that a IPv6 interface has?;<strong>Link local address</strong> used to reach neighbouring nodes on the same link, <strong>Site-local address</strong> similar to IPv4 private address and <strong>Global address</strong> used to route packets over the internet.
Why is a link-local address necessary in IPv6?;IPv6 replaced ARP with the <strong>Neighbour Discovery Protocol (NDP)</strong>, which works over <strong>ICMPv6</strong> (Layer 3). NDP resolves a MAC address in IPv6 by sending ICMPv6 Neighbour Solicitation messages, which use link-local addresses.
Which operation does an edge router handle?;Data exchange between 6LoWPAN devices and Internet, between local devices and maintains the network.
What are the two routing modes for 6LoWPAN networks?;<strong>Mesh-under</strong> and <strong>Route-over</strong>.
Explain the Mesh-under routing mode in 6LoWPAN.;Mesh-under uses <strong>link-layer addresses (IEEE 802.15.4 MAC)</strong> for forwarding data. It is primarily used in local networks where the only IP router is the edge router. Intermediate nodes are <strong>not affected by IPv6 packet fragmentation</strong> as they forward packets at the link layer.
Explain the Route-over routing mode in 6LoWPAN.;Route-over involves <strong>routing at the IP level (Layer 3)</strong>. It is used in larger, more powerful, and scalable networks where each router implements full IP router functionality. With route-over, when an IPv6 packet is fragmented, the fragments <strong>must be reassembled at every hop</strong> before being processed and re-fragmented before being routed again.
What is RLP in the context of 6LoWPAN?;<strong>RLP (Routing Protocol for Low-power and Lossy Networks)</strong> is the most common routing protocol for <strong>6LoWPAN route-over</strong> networks. It's a distance-vector protocol that creates a routing tree rooted at the gateway/edge router.
Why is fragmentation necessary in 6LoWPAN?;Fragmentation is needed to allow <strong>IPv6 frames to be transmitted over IEEE 802.15.4 links</strong>, as even with header compression, the frame payload is very small. IPv6 routers do not perform fragmentation.
What are two common application layer protocols in IoT?;<strong>MQTT</strong> (Message Queuing Telemetry Transport) and <strong>CoAP</strong> (Constrained Application Protocol).
Describe MQTT (Message Queuing Telemetry Transport).;MQTT is a <strong>lightweight, publish-subscribe, machine-to-machine</strong> protocol for message queuing services. It's designed for connecting servers with resource-constrained, limited bandwidth devices. It is based on <strong>TCP</strong>.
How does the publish/subscribe model in MQTT work?;A <strong>publisher</strong> sends messages, a <strong>subscriber</strong> receives messages, and a <strong>broker</strong> manages the communication between them. The broker filters messages from publishers and distributes them to subscribers. This model provides <strong>spatial</strong> (not aware of network location) , <strong>temporal</strong> (not run or online at the same time), and <strong>synchronisation</strong> (do not have to interrupt each other) <strong>decoupling</strong> between publishers and subscribers. Clients (publisher or subscriber) never connect to each other but communicate using an MQTT connection with the broker.
What are MQTT topics?;<strong>MQTT topics</strong> are keyword to which clients are subscribed  and used by the broker to filter messages. They are organised hierarchically, like a directory structure (e.g., home/kitchen/temp).
Is MQTT stateful or stateless?;MQTT supports a <strong>stateful architectural approach</strong>, maintaining persistent sessions. Useful in IoT scenarios with unstable connectivity, allowing client to resume communication without losing context.
Describe CoAP (Constrained Application Protocol).;CoAP is an Internet application protocol based on <strong>UDP</strong>. It is designed for <strong>resource-constrained devices</strong> communicating over constrained networks.
What architectural style does CoAP follow?;CoAP is a client/server model that follows a <strong>REST-style architecture</strong>, making it <strong>stateless</strong>. The state needed to handle a request is contained within the request itself.
How does CoAP interact with resources?;CoAP is <strong>resource-oriented</strong>. Various content is treated as resources, each identified uniquely by a <strong>URI</strong>. Clients can request information about these resources from servers.
What HTTP-like methods does CoAP support?;<strong>GET</strong>, <strong>POST</strong>, <strong>DELETE</strong>, and <strong>PUT</strong>. It also has an extra option used with GET called <strong>OBSERVE</strong>, which tells the server to send updates on resources to the client.
What are the types of CoAP messages?;<strong>Confirmable</strong> and <strong>Non-confirmable</strong> for requestst, <strong>ACK</strong> and <strong>RESET</strong> (if could no process message) for responses. A confirmable message expects an ACK.
Briefly describe the evolution of telephone and cellular networks from landlines up to 3G.;Before cellular networks, there were <strong>landline</strong> connections managed by <strong>telephone operators</strong> using <strong>manual switchboards</strong>, later replaced by <strong>automatic switchboards</strong> (electromechanical and digital). These were used <strong>only for voice</strong> and supported <strong>analog signals</strong>. The evolution of cellular networks includes:<br><br><strong>1G (1979):</strong> <strong>Purely analog</strong> cellular systems with no encryption, poor sound quality, limited coverage, and low data rates.<br><strong>2G (early 1990s):</strong> Introduced <strong>digital modulation</strong>. Based on the <strong>GSM</strong> standard. Supported <strong>voice calls and SMS</strong>.<br><strong>3G (2000):</strong> A major revolution that connected devices not only to the cellular voice network but also to the <strong>public Internet</strong>. Led to an <strong>increase in data rate</strong>.
Explain the fundamental <strong>Cellular Concept</strong>.;Divides an area into many smaller <strong>cells</strong>. Each cell is covered by low-power transmitters and receivers called <strong>Base Stations (BS)</strong>. This allows for <strong>high capacity</strong> in limited spectrum allocation. Neighbouring BSs are assigned different channel groups to minimise interference.
How are cells theoretically represented, and what is <strong>frequency reuse</strong>?;Cells are theoretically represented using a <strong>honeycomb grid</strong> model. <strong>Frequency reuse</strong> is a technique that involves separating frequency bands into sub-bands and assigning the same frequencies to BS (cells) that are <strong>sufficiently far apart</strong> to avoid collisions between nearby cells.
What are a <strong>cluster</strong> and <strong>reuse distance/factor</strong> in cellular networks?;A <strong>cluster</strong> is a group of N cells forming a tessellable shape, where all cells within the cluster have different frequencies. <strong>N</strong> is the <strong>cluster size</strong> (e.g., 1, 3, 4, 7, 9, etc.). The <strong>reuse distance (D)</strong> is the minimum distance between two cells using the same frequency band. D = R * sqrt(3N), where R is the cell radius. The <strong>reuse factor</strong> is D/R, which is sqrt(3N). A low reuse factor (small N) means less interference but lower capacity, suitable for rural areas, a high reuse factor (large N) means more capacity but more interference, better for dense urban areas.
What is <strong>Cell Sectoring</strong>?;A technique using <strong>directional antennas</strong> in each cell to divide it virtually into sectors (e.g., 3 sectors of 120° each). Each sector uses a different sub-band of the cell's frequency band. Benefits include less co-cell interference, better isolation, increased frequency reuse, and reduced power requirements.
What is <strong>Cell Splitting</strong>?;A technique to handle increased data demand by dividing existing cells. This is done by <strong>adding more base stations</strong> to provide a higher data rate. Cells with smaller antennas can be activated or deactivated based on traffic conditions for better resource utilisation.
Give an overview of <strong>4G LTE</strong> networks.;Based on the LTE (Long-term Evolution) standard. An <strong>entirely IP-based architecture</strong>, including for voice (VoIP/VoLTE). Uses technologies like Orthogonal Frequency Division Multiple Access and Multiple Input Multiple Output. Offers <strong>higher data rates</strong> and supports <strong>IoT applications</strong>. Support the entire TCP/IP stack
What are the primary <strong>Mobile Device</strong> identifiers in a 4G LTE network?;Mobile devices are network endpoints with an <strong>IP address</strong>. Each has a unique global 64-bit identifier called <strong>IMSI (International Mobile Subscriber Identity)</strong>, stored on the <strong>SIM (Subscriber Identity Module)</strong> card. The SIM also stores information about subscriber services.
What is the role of the <strong>Base Station (BS)</strong> in 4G LTE architecture?;Provides the connection from mobile devices to gateways. Interacts with other BS for mobility management and interference minimisation. Connected to others via cables.
Explain the roles of <strong>HSS and MME</strong> in 4G LTE.;<strong>HSS (Home Subscriber Server)</strong> is a database for mobile device information (for which the HSS's network is the home network) used with MME (Mobility Management Entity) for authentication. It serves to <strong>authenticate</strong> a device connecting to its network. Contacts the Home Subscriber Server for authentication. Confirms the mobile's association with its IMSI. Sets up <strong>tunnels</strong> on the data path to/from the device and P-GW. Maintains <strong>Cell Location tracking</strong> for active mobile devices.
What is the role of the <strong>Serving Gateway (S-GW), and Packet Data Network Gateway (P-GW)</strong> in 4G LTE?;<strong>Serving Gateway (S-GW)</strong> and <strong>Packet Data Network Gateway (P-GW)</strong> are routers on the data path between the mobile device and the Internet. The <strong>P-GW</strong> provides <strong>IP addresses</strong> to devices and acts as a gateway to the external world. The <strong>S-GW</strong> <strong>routes and forwards user data packets</strong>.
What are the key sublayers of the <strong>LTE Device Link Layer</strong>?;The LTE Device Link Layer has three sublayers:<br><br><strong>Packet Data Convergence sublayer (PDCP):</strong> Performs <strong>IP header compression</strong> and <strong>IP datagram encryption/decryption</strong>.<br><strong>Radio Link Control sublayer (RLCP):</strong> Performs <strong>fragmentation and reassembly</strong> of IP datagrams and <strong>reliable data transfer</strong>.<br><strong>Medium Access Control (MAC):</strong> Performs <strong>transmission scheduling</strong> (slot assignment) and <strong>error detection/correction</strong> functions.
How does the <strong>LTE Radio Access Network</strong> allocate resources?;Uses <strong>orthogonal frequency division multiplexing (OFDM)</strong> with <strong>TDM (0.5 ms slots)</strong>. Each active mobile device is assigned one or more 0.5 ms slots across one or more channel frequencies. The standard does not define specific allocation strategies, this is determined by the network operator's scheduling algorithms.
What are the three phases of <strong>Network Attachment</strong> for a mobile device?;1. <strong>Attachment to a Base Station:</strong> Device scans all channels broadcasting a signals, and selects a BS to associate with (preferring home network).<br>2. <strong>Mutual Authentication:</strong> BS contacts local MME to perform mutual authentication.<br>3. <strong>Mobile-Device-to-PDN-Gateway Data Path Configuration:</strong> MME creates tunnels on the data path between the device and the PDN Gateway router.
What is <strong>Tunnelling</strong> and how is it used in cellular networks?;A communication technique to <strong>encapsulate data packets</strong>. Enables secure access over the Internet (like VPNs). In cellular networks, tunnelling protocols (e.g., GTP-U in 4G) are used to assign a <strong>stable, unique IP address</strong> to a cellular device as it moves between different areas/stations/providers, allowing an <strong>uninterrupted data flow</strong>.
What is <strong>Handover</strong> in cellular networks, and why does it occur?;Occurs when a mobile device changes its association from one base station to another. Reasons include severe signal degradation, a cell becoming overloaded, or device mobility. The device periodically measures signals from the current and neighbouring BS and reports these measurements to the current BS that may choose to initiate a handover.
Outline the steps involved in the <strong>Handover</strong> process.;1. Source BS selects target BS and sends a Handover Request.<br>2. Target BS checks resources, pre-allocates them, and sends an ACK to the source BS.<br>3. Source BS informs the mobile device of the target BS identity and channel access info.<br>4. Source BS stops forwarding datagrams to the mobile and instead forwards tunnelled datagrams to the target BS.<br>5. Target BS informs the MME it is the new serving BS. The MME reconfigures the Serving-Gateway-to-base-station tunnel.<br>6. Target BS confirms the tunnel reconfiguration to the source BS.<br>7. Target BS begins delivering datagrams to the mobile device.
What is <strong>NB-IoT (Narrowband IoT)</strong>?;A technology using cellular communication specifically for <strong>IoT purposes</strong>. Based on LTE infrastructure but uses <strong>narrow bands</strong>. NB-IoT uses only <strong>180 kHz bandwidth</strong> (or max 200 kHz), corresponding to an LTE resource block, compared to LTE's 20 MHz per channel.
Describe the <strong>deployment modes</strong> for NB-IoT.;There are three modes:<br><br><strong>In-band:</strong> Operates within LTE carriers, using one of the physical resource blocks.<br><strong>Guard-band:</strong> Signals are placed in the guard bands of the LTE channel.<br><strong>Standalone:</strong> Operates in dedicated spectrum not shared with LTE.
What are the key characteristics of <strong>NB-IoT</strong>?;<strong>Better penetration capability</strong> than LTE (reaches deep indoors). <strong>Cheaper</strong> modules than full LTE modules. Supports a <strong>massive number of devices</strong> (up to ~50,000 per cell). Supports a <strong>low data rate</strong>. Has a very efficient <strong>ultra-low power mode</strong>. Requires <strong>special NB-IoT SIM cards</strong>. Commercial mobile phones generally don't have NB-IoT modules. Maintains good coverage despite narrow band.
What is a general problem with security mechanisms in many commercial IoT products?;Many commercial IoT products have <strong>inadequate, incomplete, or poorly designed security mechanisms</strong>. This is often because manufacturers come from the low-cost sensor/actuator market for isolated systems where security wasn't a threat.h
What is a common failure in user security practices for IoT devices?;Users are often not educated on security practices and <strong>fail to implement basic procedures</strong>, such as changing the pre-installed password.h
What is Node Capture at the Thing Layer?;An attacker can <strong>steal or replace a node</strong> in an IoT system with a malicious one.h
What is Malicious Code Injection at the Thing Layer?;An attacker can <strong>inject malicious code</strong> into the node's memory. If over-the-air firmware/software updates are <strong>not encrypted</strong>, an attacker can intercept communication and inject malicious firmware.h
What is a False Data Injection Attack at the Thing Layer?;An attacker can use a malicious node to <strong>inject incorrect data</strong> into the IoT system, leading to false results and <strong>malfunction of IoT applications</strong>.h
Describe Eavesdropping and Interference at the Thing Layer.;IoT nodes are often in open environments, easily exposed to eavesdropping. Attackers can <strong>intercept and capture data</strong> during transmission and/or authentication.h
What is a Sleep Deprivation Attack at the Thing Layer?;The attacker tries to <strong>drain the battery</strong> of low-power IoT devices. This results in a <strong>denial of service</strong> from the nodes in the IoT application.h
What are DoS/DDoS Attacks at the Network Layer?;The attacker <strong>floods target servers with a large number of unwanted requests</strong>, incapacitating the server and interrupting services. IoT applications are very susceptible to distributed DDoS attacks if an attacker controls many IoT devices.h
What are Routing Attacks at the Network Layer?;Malicious nodes attempt to <strong>redirect routing paths</strong> during data transfer.s
Describe a Sinkhole Attack (Network Layer Routing Attack).;The adversary advertises a better routing path and <strong>attracts nodes to route traffic through it</strong>. The attacker can then drop or modify data packets.s
Describe a Wormhole Attack (Network Layer Routing Attack).;An attacker can create an "out-of-band connection" between a compromised node and a device, <strong>bypassing basic security protocols</strong>.s
Describe a Man-in-the-Middle (MitM) Attack at the Middleware/Gateway Layer.;If an attacker can <strong>control the MQTT broker</strong> in the MQTT protocol, they can become a man-in-the-middle and gain <strong>complete control of all communications</strong> without knowledge of the clients. End-to-End encryption is implemented to ensure confidentiality of the data but gateways decrypt and re-encrypt messages for protocol translation, making data susceptible to breaches.
What is Key Acquisition vulnerability in Zigbee?;Zigbee cryptographic keys (network key, link key, master keys) can be pre-installed or transferred. The problem is that keys are <strong>often sent unencrypted over-the-air</strong>.
Describe the Zigbee Network Key Sniffing attack.;This can be as simple as using a compatible USB dongle and sniffing software to <strong>capture traffic and find the network key</strong>.
Describe a Sinkhole Attack specific to Zigbee.;An example involves hacking an Android tablet in a Zigbee network to modify the transmission power parameters of the Zigbee SoC, tricking other devices into routing packets through the malicious device. This exploits how routing in mesh networks uses a weighted protocol affected by transmission power.
How can BLE traffic sniffing be used for tracking?;Vulnerabilities include the <strong>frequent advertising of BLE packets</strong> and <strong>poor address management</strong>. Devices like fitness trackers advertise continuously and often use static or resolvable private addresses that don't change, making them <strong>vulnerable to tracking</strong> in public.
How can BLE tracking be used for Activity Detection and Person Identification?;The amount of BLE data traffic correlates with user movement intensity. By analysing BLE data characteristics (packet count, data rate, payload size), one can obtain features with a <strong>accelerometer data</strong>. Since individuals have different BLE traffic patterns when walking, an attacker can <strong>infer accelerometer characteristics</strong> and use these to <strong>identify people based on their gait</strong>.
What is LoRaWAN Eavesdropping?;This occurs when a hacker intercepts, deletes, or modifies transmitted data.
What are the main vulnerabilities of the thing layer?;Node capturing, malicious code Injection, false data injection, eavesdropping and interference and sleep deprivation attacks.
What are the main vulnerabilities of the network layer?;DoS/DDod attacks and routing attacks (sinkhole and wormhole)
What are the man vulnerabilities of the middleware and gateway layers?;Man-in-the-Middle attacks and End-to-End encryption data breaches (while gateways translate protocols)
What are the benefits of moving data processing onto devices that generates data at the edge?;Processing data on edge devices offers improved latency, the ability to work offline, and privacy advantages. An example is on-device inference for next word or emoji prediction on mobile phones.
Define Non-Local Learning.;In non-local learning, endpoints send data to a central server that train a neural network (NN) on the collected data. Users can then access the model to query inference tasks, which is referred to as Machine Learning as a Service (MLaaS).
What are the problems associated with Non-Local Learning in the context of IoT?;Problems include:<br>- Sending data can be too costly for delay-sensitive applications like self-driving cars, if the NN resides in the cloud, the car might respond too slowly or fail to respond without a connection.<br>- Data might be private or sensitive, such as healthcare data, data sent to a cloud server for ML inference could be intercepted by a hacker.<br>- Devices can produce a huge amount of data that could overwhelm the server.<br>- Devices might be energy-constrained or part of a lossy network, limiting the data they can send.
Define Local Learning.;In local learning, each device stores, trains, and maintains its own ML model. It trains the model solely on its local data then use it for inference in decision making.
What are the problems associated with Local Learning in the context of IoT?;The local dataset may be too small, which can lead to the ML model being biased (overfitted). The model trained only on local data might not recognise events or conditions it hasn't encountered locally, potentially leading to incorrect decisions.
What is Federated Learning (FL)?;Federated Learning (FL) is an alternative that combines the advantages of non-local training (such as more data storage availability, less computation at the edge, and potentially more accurate NNs) and local training (including data privacy and low latency inference). FL is widely used for IoT applications for these reasons.
Explain the main idea behind Federated Learning.;The main idea is that several devices share the same NN architecture. Devices form a federation and collaborate while keeping data decentralised: each device trains the NN on its own data then share the parameters of the NN (weights, biases, or gradients). Each device aggregates the parameters from other devices, benefiting from their training and data without its local data ever being shared.
What is the objective of Federated Learning?;The ideal scenario is that the model on each device performs as well as a centralised model trained on the entire union of each local dataset would. A realistic objective is that the ML model on each device in the federation performs better than it would if trained only on the local data. Another objective is to train a more accurate and generalised model than each device would on its own data while keeping data privacy and preserving computing resources.
How does Federated Learning differ from Distributed Learning?;In distributed learning, data is usually centrally stored. Multiple devices, typically powerful servers, train the model in parallel, often using data parallelism (train different sets) or model parallelism (train different model portions). The objective is to train faster large and complex models over huge datasets. In contrast, in federated learning, data is stored on each device, which are usually non-powerful end nodes. Devices train the model in parallel, each on its own chunk of data.
What are the main challenges in Federated Learning?;Challenges include:<br>- Local datasets are often not independent and identically distributed (non-iid), meaning they exhibit different probability distributions, and may be imbalanced. This requires intelligent model aggregation solutions.<br>- FL is vulnerable to attacks, where raw data might be retrieved from shared parameters or gradients. Attackers can also participate and share wrong parameters, preventing model convergence.<br>- Node availability is a challenge, as some nodes (devices) are not always available for training due to being power-constrained.
What are specific challenges for Federated Learning in IoT systems?;IoT systems present several challenges:<br>- Nodes often have low power and low computational capabilities, making it hard to train complex models and requiring communication optimisation.<br>- Nodes are not reliable and aim to be in idle mode as much as possible.<br>- Nodes are heterogeneous in hardware and geographically distributed.<br>- Nodes often live in low bandwidth networks.<br>- Client selection can favour more powerful nodes, leaving less powerful ones unable to participate effectively (starvation).
Name some applications of Federated Learning in IoT.;FL finds many applications in IoT, including:<br>- Smart Robotics (e.g., deep reinforcement learning for mobile robots).<br>- Smart Object Detection (e.g., self-driving cars, smart surveillance).<br>- Smart homes (e.g., Wake-Up-Word speech recognition, automatic speech recognition).<br>- Smart cities (e.g., Smart Traffic Management, Smart Waste Management, Energy Demand Forecasting).<br>- Healthcare (e.g., Wearable Health Monitoring, Personalised Drug Dosage Prediction).
How is Federated Learning categorised taxonomically?;FL can be categorised into:<br>- Centralised FL.<br>- Decentralised FL.<br>- Cross-device FL.<br>- Cross-silo FL.<br>- Horizontal FL.<br>- Vertical FL.
Describe Centralised Federated Learning.;In centralised FL, a central server orchestrates the training process. Participants train local models on their data and send the updated model parameters to the central server. The server aggregates these parameters to update the global model, which is then distributed back to the clients. The central server coordinates the training, aggregation, and distribution processes, so model updates are aggregated at a single point, simplifying the update process.
Describe Decentralised Federated Learning.;In decentralised FL, participants communicate directly with each other to share and aggregate model updates in a peer-to-peer manner. Each party keeps a mixing matrix that weighs the contribution of each other party in the aggregation. This peer-to-peer communication ensures there is no single point of failure and enhances privacy by distributing the aggregation process.
What is Cross-device FL?;Cross-device FL involves a large number of devices that are typically not reliable and have varying computational capabilities and intermittent network connectivity.
What is Cross-silo FL?;Cross-silo FL involves a small number of reliable and stable participants, often referred to as silos, which have significant computational resources and stable network connections.
Explain Horizontal FL.;In Horizontal FL, the datasets across different participants share the same feature space but differ in the samples (data points).
Explain Vertical FL.;In Vertical FL, participants have datasets that share the same sample space (i.e., they hold data about the same set of entities) but differ in features (attributes).
What is FedAvg?;FedAvg is described as a fundamental algorithm for centralised FL. It involves a set of parties (devices), where each party stores a local dataset and trains a neural network on it. The goal is to minimise the average loss function across all parties, weighted by the size of their training sets. Parties send model parameters, such as weights and biases, to the server which perform a weighted average aggregation of them and update the clients.
Explain the parameters ρ and L in FedAvg.;In FedAvg, ρ specifies the percentage of clients selected for aggregation at each round. L indicates the number of local steps (batches) a client performs in training the NN before sending the parameters to the server. If L=1 and ρ=1, it is equivalent to classical parallel Stochastic Gradient Descent (SGD). If L &gt; 1, each client performs multiple local SGD steps before communicating.
What are the benefits of using L &gt; 1 in FedAvg?;Using L &gt; 1 in FedAvg allows for a reduction in the number of communication rounds. Communication is often the bottleneck in FL. Convergence to the optimal model can be guaranteed for independent and identically distributed (i.i.d.) data, although issues can arise in strongly non-i.i.d. cases.
What is Decentralised FedAvg?;Decentralised FedAvg is an algorithm based on FedAvg but designed for fully decentralised settings where parties act as peers and do not interact with a central server for aggregation. Participants communicate directly with each other to share and aggregate model updates. Each party keeps a mixing matrix that weighs the contribution of its neighbours in the aggregation.
How does Decentralised FedAvg work?;Decentralised FedAvg alternates between local updates and aggregation updates. Parties communicate with their neighbours according to a communication graph, aggregating their parameters by taking a weighted average based on a mixing matrix. The mixing matrix can be time-dependent. The convergence rate depends on the topology of the communication graph, more connected graphs mean faster convergence but potentially more resource usage. Parties can decide to perform aggregation updates less frequently, doing multiple local updates (controlled by parameter τ) before aggregating.
What are resource optimisation considerations in decentralised FedAvg?;Resource optimisation involves deciding parameters like τ (number of local updates per round) and Imax (maximum number of rounds). Each party has different resource types (time, energy, bandwidth). Local and global (aggregation) updates consume these resources, and each party has a maximum resource budget. The goal is to set parameters to minimise the average loss function while respecting these resource budget constraints.
What is the problem with averaging parameters in FL?;As a result of these client drifts (local optimal solution that cause global performance degradation) caused by very different probability distributions, simply averaging the parameters in these cases does not guarantee the convergence to the optimal model.
What is FedZero?;FedZero is described as a centralised FL framework. Its goals are to minimise models' error while guaranteeing zero carbon emissions and ensuring fair training under energy and resource constraints.
How does FedZero operate regarding client selection and resources?;Clients register with the central server and provide information such as maximum computing capacity (batches per time step) and energy efficiency (energy required per batch). Clients are divided into power domains, with clients in one domain having access to the same renewable energy source. FedZero uses multi-step-ahead forecasts of excess energy in power domains and spare computing capacity at clients to decide what clients to include in the aggregation at each round.
What is the objective of client selection in FedZero?;The goal is to find 'n' clients for training in each round and select the minimum possible training round duration. This spares energy and computing resources. A larger round duration can make more clients eligible as forecast energy excess may increase over time.
How does FedZero address fairness?;FedZero aims to prevent the same clients from being selected too many times to enhance fairness. Without this, clients with large resources might be selected frequently, causing the global model to specialise to their data. To address this, clients who participate in a round are added to a blacklist for a while.
What is ProxyFL?;ProxyFL is a framework for decentralised FL designed for privacy preservation. It addresses the vulnerability of FL to attacks where original data points might be retrieved from the parameters or gradient updates shared between parties during training. It involves a set of clients, each with a local data distribution.
What models does each client train in ProxyFL?;In ProxyFL, each client trains two models:<br>- A <strong>private model (fϕk)</strong> with parameters ϕk. These parameters are not shared and the model is used for inference. Its parameters are updated based on the parameter updates of the proxy model.<br>- A <strong>proxy model (hθk)</strong> with parameters θk. The parameters of the proxy model are shared with the other peers. The proxy model is smaller than the private model and is trained with differentially private training. All parties agree on the same architecture for the proxy model.
How do clients communicate and aggregate in ProxyFL?;In ProxyFL, clients send their proxy model parameters (θk) to their out-neighbours and receive new proxies from their in-neighbours, according to a communication graph (mixing matrix). Finally, each client aggregates the proxies they received and replaces their current proxy model with the aggregated version.
What is differential privacy in ProxyFL?;Differential privacy aims to ensure that the output of a mechanism (like sharing model parameters) does not reveal whether a specific individual's data was included in the training set. A probabilistic distributions is differentially private a single data is added or removed the distribution is unchanged. If the proxy models (whose parameters are exchanged) are differentially private, an adversary intercepting the parameters would not be able to learn about the individual's data, preserving privacy.